time,DNI,DHI,Reflected,H_sun,Temperature,WindSpeed,Int,ts,GHI,T_cell,P_DC_kW,P_AC_kW
20200806:0830,45.25,214.7,0.0,57.0,29.7,3.59,0.0,2020-08-06 08:30:00+00:00,259.95,37.8234375,24.594949917187503,23.857101419671878
20200806:0930,9.5,98.05,0.0,43.2,28.7,3.72,0.0,2020-08-06 09:30:00+00:00,107.55,32.0609375,10.4360503921875,10.122968880421874
20200806:1030,29.05,127.9,0.0,29.44,28.34,2.9,0.0,2020-08-06 10:30:00+00:00,156.95000000000002,33.2446875,15.1515184446875,14.696972891346874
20200806:1130,6.35,36.95,0.0,15.82,27.9,2.55,0.0,2020-08-06 11:30:00+00:00,43.300000000000004,29.253124999999997,4.252652668750001,4.1250730886875004
20200806:1230,0.75,8.29,0.0,2.45,27.64,1.72,0.0,2020-08-06 12:30:00+00:00,9.04,27.9225,0.892903852,0.86611673644
20200806:1330,0.0,0.0,0.0,0.0,27.25,1.31,0.0,2020-08-06 13:30:00+00:00,0.0,27.25,0.0,0.0
20200806:1430,0.0,0.0,0.0,0.0,27.04,1.38,0.0,2020-08-06 14:30:00+00:00,0.0,27.04,0.0,0.0
20200806:1530,0.0,0.0,0.0,0.0,26.88,1.66,0.0,2020-08-06 15:30:00+00:00,0.0,26.88,0.0,0.0
20200806:1630,0.0,0.0,0.0,0.0,26.83,1.72,0.0,2020-08-06 16:30:00+00:00,0.0,26.83,0.0,0.0
20200806:1730,0.0,0.0,0.0,0.0,26.8,1.59,0.0,2020-08-06 17:30:00+00:00,0.0,26.8,0.0,0.0
20200806:1830,0.0,0.0,0.0,0.0,26.73,1.45,0.0,2020-08-06 18:30:00+00:00,0.0,26.73,0.0,0.0
20200806:1930,0.0,0.0,0.0,0.0,26.67,2.07,0.0,2020-08-06 19:30:00+00:00,0.0,26.67,0.0,0.0
20200806:2030,0.0,0.0,0.0,0.0,26.73,2.0,0.0,2020-08-06 20:30:00+00:00,0.0,26.73,0.0,0.0
20200806:2130,0.0,0.0,0.0,0.0,26.71,1.79,0.0,2020-08-06 21:30:00+00:00,0.0,26.71,0.0,0.0
20200806:2230,0.0,0.0,0.0,0.0,26.52,1.79,0.0,2020-08-06 22:30:00+00:00,0.0,26.52,0.0,0.0
20200806:2330,0.0,0.0,0.0,-2.71,26.46,2.0,0.0,2020-08-06 23:30:00+00:00,0.0,26.46,0.0,0.0
20200807:0030,7.55,46.1,0.0,10.44,26.51,2.28,0.0,2020-08-07 00:30:00+00:00,53.65,28.1865625,5.293197187187499,5.134401271571874
20200807:0130,71.9,108.85,0.0,23.99,27.05,1.93,0.0,2020-08-07 01:30:00+00:00,180.75,32.6984375,17.490573117187502,16.965855923671878
20200807:0230,216.6,153.65,0.0,37.71,27.98,2.62,0.0,2020-08-07 02:30:00+00:00,370.25,39.550312500000004,34.7623536546875,33.71948304504688
20200807:0330,246.8,209.8,0.0,51.51,29.15,2.76,0.0,2020-08-07 03:30:00+00:00,456.6,43.41875,42.127799475,40.863965490750005
20200807:0430,365.2,264.25,0.0,65.23,30.06,2.83,0.0,2020-08-07 04:30:00+00:00,629.45,49.7303125,56.40707201468751,54.71485985424688
20200807:0530,261.7,312.75,0.0,78.22,31.26,2.76,0.0,2020-08-07 05:30:00+00:00,574.45,49.2115625,51.6035005271875,50.05539551137187
20200807:0630,94.55,220.15,0.0,82.18,31.87,2.97,0.0,2020-08-07 06:30:00+00:00,314.7,41.704375,29.26211593875,28.3842524605875
20200807:0730,134.55,241.35,0.0,70.48,30.13,2.97,0.0,2020-08-07 07:30:00+00:00,375.9,41.876875,34.92551272874999,33.877747346887496
20200807:0830,93.85,296.85,0.0,56.89,30.28,3.59,0.0,2020-08-07 08:30:00+00:00,390.70000000000005,42.489375,36.20009849875001,35.114095543787506
20200807:0930,31.7,174.4,0.0,43.1,29.56,3.93,0.0,2020-08-07 09:30:00+00:00,206.1,36.000625,19.657763898749998,19.068030981787498
20200807:1030,53.8,151.3,0.0,29.33,28.97,2.83,0.0,2020-08-07 10:30:00+00:00,205.10000000000002,35.379374999999996,19.615899878750003,19.0274228823875
20200807:1130,22.7,81.75,0.0,15.7,29.26,2.76,0.0,2020-08-07 11:30:00+00:00,104.45,32.5240625,10.1149269021875,9.811479095121875
20200807:1230,1.6,11.45,0.0,2.32,29.13,2.76,0.0,2020-08-07 12:30:00+00:00,13.049999999999999,29.537812499999998,1.2801282496875,1.241724402196875
20200807:1330,0.0,0.0,0.0,0.0,28.78,2.55,0.0,2020-08-07 13:30:00+00:00,0.0,28.78,0.0,0.0
20200807:1430,0.0,0.0,0.0,0.0,28.48,2.48,0.0,2020-08-07 14:30:00+00:00,0.0,28.48,0.0,0.0
20200807:1530,0.0,0.0,0.0,0.0,28.39,2.41,0.0,2020-08-07 15:30:00+00:00,0.0,28.39,0.0,0.0
20200807:1630,0.0,0.0,0.0,0.0,28.09,2.21,0.0,2020-08-07 16:30:00+00:00,0.0,28.09,0.0,0.0
20200807:1730,0.0,0.0,0.0,0.0,27.69,1.72,0.0,2020-08-07 17:30:00+00:00,0.0,27.69,0.0,0.0
20200807:1830,0.0,0.0,0.0,0.0,27.49,1.72,0.0,2020-08-07 18:30:00+00:00,0.0,27.49,0.0,0.0
20200807:1930,0.0,0.0,0.0,0.0,27.36,1.66,0.0,2020-08-07 19:30:00+00:00,0.0,27.36,0.0,0.0
20200807:2030,0.0,0.0,0.0,0.0,27.1,1.72,0.0,2020-08-07 20:30:00+00:00,0.0,27.1,0.0,0.0
20200807:2130,0.0,0.0,0.0,0.0,26.93,1.72,0.0,2020-08-07 21:30:00+00:00,0.0,26.93,0.0,0.0
20200807:2230,0.0,0.0,0.0,0.0,26.77,1.66,0.0,2020-08-07 22:30:00+00:00,0.0,26.77,0.0,0.0
20200807:2330,0.0,0.0,0.0,-2.81,26.64,1.59,0.0,2020-08-07 23:30:00+00:00,0.0,26.64,0.0,0.0
20200808:0030,24.8,58.95,0.0,10.37,26.67,1.66,0.0,2020-08-08 00:30:00+00:00,83.75,29.2871875,8.2241981796875,7.977472234296875
20200808:0130,142.9,114.9,0.0,23.93,27.47,2.55,0.0,2020-08-08 01:30:00+00:00,257.8,35.52625,24.640259755000002,23.901051962350003
20200808:0230,258.3,153.1,0.0,37.66,28.68,2.83,0.0,2020-08-08 02:30:00+00:00,411.4,41.536249999999995,38.282734435,37.13425240195
20200808:0330,358.45,194.0,0.0,51.46,29.74,2.9,0.0,2020-08-08 03:30:00+00:00,552.45,47.0040625,50.1394193821875,48.63523680072187
20200808:0430,440.05,208.45,0.0,65.17,30.53,2.62,0.0,2020-08-08 04:30:00+00:00,648.5,50.795625,57.82404561874999,56.08932425018749
20200808:0530,344.15,266.9,0.0,78.08,31.35,2.41,0.0,2020-08-08 05:30:00+00:00,611.05,50.4453125,54.574689554687495,52.93744886804687
20200808:0630,316.3,295.5,0.0,81.93,32.25,2.0,0.0,2020-08-08 06:30:00+00:00,611.8,51.36875,54.404391475,52.772259730749994
20200808:0730,306.25,284.45,0.0,70.34,32.33,2.62,0.0,2020-08-08 07:30:00+00:00,590.7,50.789375,52.67181079875,51.0916564747875
20200808:0830,192.9,256.3,0.0,56.78,31.27,2.83,0.0,2020-08-08 08:30:00+00:00,449.20000000000005,45.307500000000005,41.08870582,39.8560446454
20200808:0930,66.75,177.3,0.0,42.99,31.12,3.59,0.0,2020-08-08 09:30:00+00:00,244.05,38.7465625,22.9959635971875,22.306084689271874
20200808:1030,60.95,155.15,0.0,29.21,30.25,3.38,0.0,2020-08-08 10:30:00+00:00,216.10000000000002,37.003125,20.520572368750003,19.904955197687503
20200808:1130,22.0,82.15,0.0,15.57,29.85,3.59,0.0,2020-08-08 11:30:00+00:00,104.15,33.104687500000004,10.060476654687502,9.758662355046877
20200808:1230,0.0,13.75,0.0,2.18,29.37,2.69,0.0,2020-08-08 12:30:00+00:00,13.75,29.7996875,1.3472818046875,1.306863350546875
20200808:1330,0.0,0.0,0.0,0.0,28.77,2.28,0.0,2020-08-08 13:30:00+00:00,0.0,28.77,0.0,0.0
20200808:1430,0.0,0.0,0.0,0.0,28.39,2.28,0.0,2020-08-08 14:30:00+00:00,0.0,28.39,0.0,0.0
20200808:1530,0.0,0.0,0.0,0.0,28.14,2.41,0.0,2020-08-08 15:30:00+00:00,0.0,28.14,0.0,0.0
20200808:1630,0.0,0.0,0.0,0.0,27.89,2.21,0.0,2020-08-08 16:30:00+00:00,0.0,27.89,0.0,0.0
20200808:1730,0.0,0.0,0.0,0.0,27.7,2.28,0.0,2020-08-08 17:30:00+00:00,0.0,27.7,0.0,0.0
20200808:1830,0.0,0.0,0.0,0.0,27.53,2.28,0.0,2020-08-08 18:30:00+00:00,0.0,27.53,0.0,0.0
20200808:1930,0.0,0.0,0.0,0.0,27.38,2.62,0.0,2020-08-08 19:30:00+00:00,0.0,27.38,0.0,0.0
20200808:2030,0.0,0.0,0.0,0.0,27.28,2.76,0.0,2020-08-08 20:30:00+00:00,0.0,27.28,0.0,0.0
20200808:2130,0.0,0.0,0.0,0.0,27.12,2.28,0.0,2020-08-08 21:30:00+00:00,0.0,27.12,0.0,0.0
20200808:2230,0.0,0.0,0.0,0.0,26.94,1.86,0.0,2020-08-08 22:30:00+00:00,0.0,26.94,0.0,0.0
20200808:2330,0.0,0.0,0.0,-2.9,26.64,1.79,0.0,2020-08-08 23:30:00+00:00,0.0,26.64,0.0,0.0
20200809:0030,13.3,44.85,0.0,10.29,26.56,1.86,0.0,2020-08-09 00:30:00+00:00,58.150000000000006,28.377187499999998,5.732518949687501,5.560543381196876
20200809:0130,79.0,114.15,0.0,23.87,27.12,2.41,0.0,2020-08-09 01:30:00+00:00,193.15,33.1559375,18.6533658821875,18.093764905721876
20200809:0230,251.8,163.5,0.0,37.61,27.81,3.52,0.0,2020-08-09 02:30:00+00:00,415.3,40.788125,38.776140508750004,37.6128562934875
20200809:0330,268.6,203.25,0.0,51.41,28.93,3.17,0.0,2020-08-09 03:30:00+00:00,471.85,43.675312500000004,43.4839825946875,42.17946311684687
20200809:0430,396.5,261.1,0.0,65.1,30.02,2.83,0.0,2020-08-09 04:30:00+00:00,657.6,50.57,58.69777056,56.9368374432
20200809:0530,562.55,174.05,0.0,77.94,31.08,3.03,0.0,2020-08-09 05:30:00+00:00,736.5999999999999,54.098749999999995,64.657661515,62.71793166955
20200809:0630,237.1,303.85,0.0,81.67,31.85,3.59,0.0,2020-08-09 06:30:00+00:00,540.95,48.7546875,48.697958754687505,47.23701999204688
20200809:0730,324.3,268.2,0.0,70.2,30.82,3.72,0.0,2020-08-09 07:30:00+00:00,592.5,49.335625,53.194079718750004,51.598257327187504
20200809:0830,262.9,283.95,0.0,56.66,31.38,3.66,0.0,2020-08-09 08:30:00+00:00,546.8499999999999,48.46906249999999,49.2946961321875,47.81585524822187
20200809:0930,325.4,155.4,0.0,42.88,31.9,3.45,0.0,2020-08-09 09:30:00+00:00,480.79999999999995,46.925,43.6525532,42.342976604
20200809:1030,52.75,123.8,0.0,29.1,29.73,4.07,0.0,2020-08-09 10:30:00+00:00,176.55,35.2471875,16.895160799687503,16.388305975696877
20200809:1130,30.75,54.75,0.0,15.45,29.16,3.03,0.0,2020-08-09 11:30:00+00:00,85.5,31.831875,8.304667368750001,8.055527347687502
20200809:1230,0.0,14.0,0.0,2.04,28.96,2.9,0.0,2020-08-09 12:30:00+00:00,14.0,29.3975,1.3741427000000002,1.332918419
20200809:1330,0.0,0.0,0.0,0.0,28.58,3.03,0.0,2020-08-09 13:30:00+00:00,0.0,28.58,0.0,0.0
20200809:1430,0.0,0.0,0.0,0.0,28.34,3.1,0.0,2020-08-09 14:30:00+00:00,0.0,28.34,0.0,0.0
20200809:1530,0.0,0.0,0.0,0.0,28.12,2.97,0.0,2020-08-09 15:30:00+00:00,0.0,28.12,0.0,0.0
20200809:1630,0.0,0.0,0.0,0.0,27.84,2.69,0.0,2020-08-09 16:30:00+00:00,0.0,27.84,0.0,0.0
20200809:1730,0.0,0.0,0.0,0.0,27.61,2.69,0.0,2020-08-09 17:30:00+00:00,0.0,27.61,0.0,0.0
20200809:1830,0.0,0.0,0.0,0.0,27.43,2.83,0.0,2020-08-09 18:30:00+00:00,0.0,27.43,0.0,0.0
20200809:1930,0.0,0.0,0.0,0.0,27.46,2.69,0.0,2020-08-09 19:30:00+00:00,0.0,27.46,0.0,0.0
20200809:2030,0.0,0.0,0.0,0.0,27.38,2.48,0.0,2020-08-09 20:30:00+00:00,0.0,27.38,0.0,0.0
20200809:2130,0.0,0.0,0.0,0.0,27.18,2.14,0.0,2020-08-09 21:30:00+00:00,0.0,27.18,0.0,0.0
20200809:2230,0.0,0.0,0.0,0.0,26.96,2.07,0.0,2020-08-09 22:30:00+00:00,0.0,26.96,0.0,0.0
20200809:2330,0.0,0.0,0.0,-2.99,26.8,1.93,0.0,2020-08-09 23:30:00+00:00,0.0,26.8,0.0,0.0
20200810:0030,9.9,44.3,0.0,10.22,26.6,2.21,0.0,2020-08-10 00:30:00+00:00,54.199999999999996,28.293750000000003,5.345021075,5.18467044275
20200810:0130,69.3,106.55,0.0,23.81,26.94,2.14,0.0,2020-08-10 01:30:00+00:00,175.85,32.4353125,17.0358501246875,16.524774620946875
20200810:0230,184.6,149.05,0.0,37.56,27.74,2.69,0.0,2020-08-10 02:30:00+00:00,333.65,38.1665625,31.5199300971875,30.574332194271875
20200810:0330,287.9,198.75,0.0,51.36,28.73,2.55,0.0,2020-08-10 03:30:00+00:00,486.65,43.9378125,44.7942436896875,43.45041637899687
20200810:0430,336.35,240.3,0.0,65.03,29.81,2.62,0.0,2020-08-10 04:30:00+00:00,576.6500000000001,47.830312500000005,52.13565812468751,50.571588380946885
20200810:0530,69.65,269.9,0.0,77.78,31.19,3.1,0.0,2020-08-10 05:30:00+00:00,339.54999999999995,41.8009375,31.5590015021875,30.612231457121872
20200810:0630,254.3,297.7,0.0,81.4,30.48,3.1,0.0,2020-08-10 06:30:00+00:00,552.0,47.730000000000004,49.9302768,48.432368496
20200810:0730,231.6,272.85,0.0,70.05,31.77,3.31,0.0,2020-08-10 07:30:00+00:00,504.45000000000005,47.534062500000005,45.670730712187506,44.30060879082188
20200810:0830,236.3,241.2,0.0,56.54,31.1,3.72,0.0,2020-08-10 08:30:00+00:00,477.5,46.021875,43.53406296875,42.2280410796875
20200810:0930,134.05,158.4,0.0,42.76,30.01,3.1,0.0,2020-08-10 09:30:00+00:00,292.45000000000005,39.1490625,27.507084802187503,26.681872258121878
20200810:1030,128.15,125.25,0.0,28.98,30.15,3.03,0.0,2020-08-10 10:30:00+00:00,253.4,38.06875,23.949119075,23.230645502749997
20200810:1130,53.1,66.1,0.0,15.31,30.25,2.9,0.0,2020-08-10 11:30:00+00:00,119.19999999999999,33.975,11.470675599999998,11.126555331999997
20200810:1230,0.0,9.9,0.0,1.89,29.56,2.62,0.0,2020-08-10 12:30:00+00:00,9.9,29.869374999999998,0.9697531387500001,0.9406605445875001
20200810:1330,0.0,0.0,0.0,0.0,28.78,2.55,0.0,2020-08-10 13:30:00+00:00,0.0,28.78,0.0,0.0
20200810:1430,0.0,0.0,0.0,0.0,28.26,2.55,0.0,2020-08-10 14:30:00+00:00,0.0,28.26,0.0,0.0
20200810:1530,0.0,0.0,0.0,0.0,27.9,2.34,0.0,2020-08-10 15:30:00+00:00,0.0,27.9,0.0,0.0
20200810:1630,0.0,0.0,0.0,0.0,27.6,2.14,0.0,2020-08-10 16:30:00+00:00,0.0,27.6,0.0,0.0
20200810:1730,0.0,0.0,0.0,0.0,27.48,1.93,0.0,2020-08-10 17:30:00+00:00,0.0,27.48,0.0,0.0
20200810:1830,0.0,0.0,0.0,0.0,27.28,1.66,0.0,2020-08-10 18:30:00+00:00,0.0,27.28,0.0,0.0
20200810:1930,0.0,0.0,0.0,0.0,27.6,1.72,0.0,2020-08-10 19:30:00+00:00,0.0,27.6,0.0,0.0
20200810:2030,0.0,0.0,0.0,0.0,27.45,1.59,0.0,2020-08-10 20:30:00+00:00,0.0,27.45,0.0,0.0
20200810:2130,0.0,0.0,0.0,0.0,27.34,1.52,0.0,2020-08-10 21:30:00+00:00,0.0,27.34,0.0,0.0
20200810:2230,0.0,0.0,0.0,0.0,27.2,1.52,0.0,2020-08-10 22:30:00+00:00,0.0,27.2,0.0,0.0
20200810:2330,0.0,0.0,0.0,-3.08,27.01,1.59,0.0,2020-08-10 23:30:00+00:00,0.0,27.01,0.0,0.0
20200811:0030,29.9,44.6,0.0,10.15,26.69,1.86,0.0,2020-08-11 00:30:00+00:00,74.5,29.018125,7.324272868749999,7.104544682687498
20200811:0130,67.45,108.1,0.0,23.75,27.34,1.93,0.0,2020-08-11 01:30:00+00:00,175.55,32.8259375,16.9779858021875,16.468646228121877
20200811:0230,210.85,139.3,0.0,37.51,28.05,2.14,0.0,2020-08-11 02:30:00+00:00,350.15,38.9921875,32.95726692968749,31.968548921796867
20200811:0330,365.95,208.9,0.0,51.3,29.04,1.72,0.0,2020-08-11 03:30:00+00:00,574.85,47.0040625,52.172405162187495,50.60723300732187
20200811:0430,205.05,277.7,0.0,64.96,30.68,1.66,0.0,2020-08-11 04:30:00+00:00,482.75,45.7659375,44.0646023421875,42.742664271921875
20200811:0530,334.55,286.2,0.0,77.63,31.25,1.52,0.0,2020-08-11 05:30:00+00:00,620.75,50.6484375,55.3880676171875,53.72642558867187
20200811:0630,114.35,313.9,0.0,81.13,32.28,1.38,0.0,2020-08-11 06:30:00+00:00,428.25,45.6628125,39.1084832296875,37.93522873279687
20200811:0730,109.25,285.7,0.0,69.89,30.4,3.1,0.0,2020-08-11 07:30:00+00:00,394.95,42.7421875,36.5519436796875,35.45538536929687
20200811:0830,188.85,276.35,0.0,56.41,30.35,2.69,0.0,2020-08-11 08:30:00+00:00,465.20000000000005,44.8875,42.634300700000004,41.355271679000005
20200811:0930,159.35,202.05,0.0,42.64,30.84,2.83,0.0,2020-08-11 09:30:00+00:00,361.4,42.13375,33.539302355,32.53312328435
20200811:1030,113.95,141.65,0.0,28.85,31.13,2.97,0.0,2020-08-11 10:30:00+00:00,255.60000000000002,39.1175,24.044458140000007,23.323124395800004
20200811:1130,54.35,74.55,0.0,15.18,31.06,2.69,0.0,2020-08-11 11:30:00+00:00,128.9,35.088125,12.34384908875,11.973533616087499
20200811:1230,0.0,12.0,0.0,1.74,30.52,2.07,0.0,2020-08-11 12:30:00+00:00,12.0,30.895,1.1702892,1.135180524
20200811:1330,0.0,0.0,0.0,0.0,29.75,2.21,0.0,2020-08-11 13:30:00+00:00,0.0,29.75,0.0,0.0
20200811:1430,0.0,0.0,0.0,0.0,29.1,2.28,0.0,2020-08-11 14:30:00+00:00,0.0,29.1,0.0,0.0
20200811:1530,0.0,0.0,0.0,0.0,28.8,2.41,0.0,2020-08-11 15:30:00+00:00,0.0,28.8,0.0,0.0
20200811:1630,0.0,0.0,0.0,0.0,28.51,2.41,0.0,2020-08-11 16:30:00+00:00,0.0,28.51,0.0,0.0
20200811:1730,0.0,0.0,0.0,0.0,28.26,2.34,0.0,2020-08-11 17:30:00+00:00,0.0,28.26,0.0,0.0
20200811:1830,0.0,0.0,0.0,0.0,27.94,2.21,0.0,2020-08-11 18:30:00+00:00,0.0,27.94,0.0,0.0
20200811:1930,0.0,0.0,0.0,0.0,27.96,2.28,0.0,2020-08-11 19:30:00+00:00,0.0,27.96,0.0,0.0
20200811:2030,0.0,0.0,0.0,0.0,27.87,2.21,0.0,2020-08-11 20:30:00+00:00,0.0,27.87,0.0,0.0
20200811:2130,0.0,0.0,0.0,0.0,27.9,1.79,0.0,2020-08-11 21:30:00+00:00,0.0,27.9,0.0,0.0
20200811:2230,0.0,0.0,0.0,0.0,27.66,1.72,0.0,2020-08-11 22:30:00+00:00,0.0,27.66,0.0,0.0
20200811:2330,0.0,0.0,0.0,-3.17,27.45,1.66,0.0,2020-08-11 23:30:00+00:00,0.0,27.45,0.0,0.0
20200812:0030,27.9,52.3,0.0,10.08,27.36,1.66,0.0,2020-08-12 00:30:00+00:00,80.19999999999999,29.86625,7.856085234999999,7.620402677949999
20200812:0130,151.65,100.6,0.0,23.69,28.07,1.79,0.0,2020-08-12 01:30:00+00:00,252.25,35.9528125,24.064604279687497,23.34266615129687
20200812:0230,295.35,138.3,0.0,37.45,29.19,2.48,0.0,2020-08-12 02:30:00+00:00,433.65000000000003,42.7415625,40.1336759971875,38.929665717271874
20200812:0330,444.55,172.7,0.0,51.25,30.27,2.62,0.0,2020-08-12 03:30:00+00:00,617.25,49.559062499999996,55.358185842187495,53.697440266921866
20200812:0430,566.45,194.65,0.0,64.88,31.39,2.55,0.0,2020-08-12 04:30:00+00:00,761.1,55.174375,66.46439893875,64.4704669705875
20200812:0530,552.65,234.9,0.0,77.47,32.38,2.62,0.0,2020-08-12 05:30:00+00:00,787.55,56.9909375,68.1733256121875,66.12812584382188
20200812:0630,407.85,202.35,0.0,80.85,33.25,2.62,0.0,2020-08-12 06:30:00+00:00,610.2,52.31875,54.01864147500001,52.398082230750006
20200812:0730,459.25,217.4,0.0,69.72,32.27,2.69,0.0,2020-08-12 07:30:00+00:00,676.65,53.4153125,59.589567094687496,57.80188008184687
20200812:0830,299.45,229.8,0.0,56.28,32.67,3.24,0.0,2020-08-12 08:30:00+00:00,529.25,49.2090625,47.543688542187496,46.11737788592187
20200812:0930,192.7,171.0,0.0,42.51,31.69,2.97,0.0,2020-08-12 09:30:00+00:00,363.7,43.055625,33.611931058749995,32.60357312698749
20200812:1030,108.5,127.2,0.0,28.72,30.76,2.34,0.0,2020-08-12 10:30:00+00:00,235.7,38.125625,22.27064187875,21.602522622387497
20200812:1130,27.1,51.2,0.0,15.04,29.43,2.14,0.0,2020-08-12 11:30:00+00:00,78.30000000000001,31.876875,7.603847088750001,7.375731676087501
20200812:1230,0.0,9.5,0.0,1.58,28.65,2.41,0.0,2020-08-12 12:30:00+00:00,9.5,28.946875,0.9342519687499999,0.9062244096875
20200812:1330,0.0,0.0,0.0,0.0,28.0,1.79,0.0,2020-08-12 13:30:00+00:00,0.0,28.0,0.0,0.0
20200812:1430,0.0,0.0,0.0,0.0,27.74,1.66,0.0,2020-08-12 14:30:00+00:00,0.0,27.74,0.0,0.0
20200812:1530,0.0,0.0,0.0,0.0,27.6,1.86,0.0,2020-08-12 15:30:00+00:00,0.0,27.6,0.0,0.0
20200812:1630,0.0,0.0,0.0,0.0,27.44,2.0,0.0,2020-08-12 16:30:00+00:00,0.0,27.44,0.0,0.0
20200812:1730,0.0,0.0,0.0,0.0,27.34,2.0,0.0,2020-08-12 17:30:00+00:00,0.0,27.34,0.0,0.0
20200812:1830,0.0,0.0,0.0,0.0,27.13,2.28,0.0,2020-08-12 18:30:00+00:00,0.0,27.13,0.0,0.0
20200812:1930,0.0,0.0,0.0,0.0,27.53,2.41,0.0,2020-08-12 19:30:00+00:00,0.0,27.53,0.0,0.0
20200812:2030,0.0,0.0,0.0,0.0,27.36,2.55,0.0,2020-08-12 20:30:00+00:00,0.0,27.36,0.0,0.0
20200812:2130,0.0,0.0,0.0,0.0,27.14,2.41,0.0,2020-08-12 21:30:00+00:00,0.0,27.14,0.0,0.0
20200812:2230,0.0,0.0,0.0,0.0,26.93,2.28,0.0,2020-08-12 22:30:00+00:00,0.0,26.93,0.0,0.0
20200812:2330,0.0,0.0,0.0,-3.26,26.65,2.21,0.0,2020-08-12 23:30:00+00:00,0.0,26.65,0.0,0.0
20200813:0030,23.7,41.55,0.0,10.01,26.56,2.34,0.0,2020-08-13 00:30:00+00:00,65.25,28.5990625,6.4263676921875,6.233576661421875
20200813:0130,140.3,106.1,0.0,23.63,26.91,3.03,0.0,2020-08-13 01:30:00+00:00,246.4,34.61,23.64548032,22.9361159104
20200813:0230,218.0,151.75,0.0,37.4,28.03,3.66,0.0,2020-08-13 02:30:00+00:00,369.75,39.5846875,34.7100709546875,33.66876882604688
20200813:0330,347.55,145.85,0.0,51.2,29.03,3.72,0.0,2020-08-13 03:30:00+00:00,493.4,44.448750000000004,45.309674435,43.950384201949994
20200813:0430,478.0,185.8,0.0,64.8,30.07,3.66,0.0,2020-08-13 04:30:00+00:00,663.8,50.81375,59.183229755,57.407732862349995
20200813:0530,481.4,211.7,0.0,77.3,31.0,3.59,0.0,2020-08-13 05:30:00+00:00,693.0999999999999,52.659375,61.258300618749985,59.42055160018749
20200813:0630,647.15,200.8,0.0,80.57,31.76,3.79,0.0,2020-08-13 06:30:00+00:00,847.95,58.2584375,72.95037332718752,70.7618621273719
20200813:0730,500.8,202.8,0.0,69.55,32.4,3.79,0.0,2020-08-13 07:30:00+00:00,703.6,54.3875,61.6756411,59.825371867
20200813:0830,500.45,158.75,0.0,56.14,32.36,3.66,0.0,2020-08-13 08:30:00+00:00,659.2,52.96,58.178882560000005,56.433516083200004
20200813:0930,260.7,183.15,0.0,42.38,32.26,3.72,0.0,2020-08-13 09:30:00+00:00,443.85,46.1303125,40.445950534687505,39.23257201864688
20200813:1030,168.85,107.95,0.0,28.58,31.35,3.93,0.0,2020-08-13 10:30:00+00:00,276.8,40.0,25.93616,25.1580752
20200813:1130,75.25,61.5,0.0,14.89,31.07,3.72,0.0,2020-08-13 11:30:00+00:00,136.75,35.3434375,13.080924667187501,12.688496927171876
20200813:1230,0.0,9.75,0.0,1.43,30.51,3.45,0.0,2020-08-13 12:30:00+00:00,9.75,30.8146875,0.9511888546875,0.922653189046875
20200813:1330,0.0,0.0,0.0,0.0,29.82,3.24,0.0,2020-08-13 13:30:00+00:00,0.0,29.82,0.0,0.0
20200813:1430,0.0,0.0,0.0,0.0,29.38,3.1,0.0,2020-08-13 14:30:00+00:00,0.0,29.38,0.0,0.0
20200813:1530,0.0,0.0,0.0,0.0,28.8,2.69,0.0,2020-08-13 15:30:00+00:00,0.0,28.8,0.0,0.0
20200813:1630,0.0,0.0,0.0,0.0,28.3,2.48,0.0,2020-08-13 16:30:00+00:00,0.0,28.3,0.0,0.0
20200813:1730,0.0,0.0,0.0,0.0,27.9,2.41,0.0,2020-08-13 17:30:00+00:00,0.0,27.9,0.0,0.0
20200813:1830,0.0,0.0,0.0,0.0,27.57,2.34,0.0,2020-08-13 18:30:00+00:00,0.0,27.57,0.0,0.0
20200813:1930,0.0,0.0,0.0,0.0,27.48,1.79,0.0,2020-08-13 19:30:00+00:00,0.0,27.48,0.0,0.0
20200813:2030,0.0,0.0,0.0,0.0,27.26,2.07,0.0,2020-08-13 20:30:00+00:00,0.0,27.26,0.0,0.0
20200813:2130,0.0,0.0,0.0,0.0,27.08,2.34,0.0,2020-08-13 21:30:00+00:00,0.0,27.08,0.0,0.0
20200813:2230,0.0,0.0,0.0,0.0,27.02,2.69,0.0,2020-08-13 22:30:00+00:00,0.0,27.02,0.0,0.0
20200813:2330,0.0,0.0,0.0,-3.34,26.97,2.76,0.0,2020-08-13 23:30:00+00:00,0.0,26.97,0.0,0.0
20200814:0030,31.1,46.0,0.0,9.94,26.97,2.69,0.0,2020-08-14 00:30:00+00:00,77.1,29.379375,7.5681870787499985,7.341141466387499
20200814:0130,145.85,100.65,0.0,23.58,27.57,3.38,0.0,2020-08-14 01:30:00+00:00,246.5,35.273125,23.58642336875,22.8788306676875
20200814:0230,126.5,203.1,0.0,37.35,28.8,4.69,0.0,2020-08-14 02:30:00+00:00,329.6,39.1,31.0081088,30.077865535999997
20200814:0330,335.3,177.55,0.0,51.14,29.64,5.03,0.0,2020-08-14 03:30:00+00:00,512.85,45.6665625,46.8334844371875,45.42847990407187
20200814:0430,495.65,178.2,0.0,64.72,30.48,5.17,0.0,2020-08-14 04:30:00+00:00,673.8499999999999,51.5378125,59.874347919687494,58.078117482096864
